wavelength,s415,s445,s480,s515,s555,s590,s630,s680,s910
482,3.5876530754690543e-05,-0.00017370128744727265,0.001336214018545875,-0.00018481301861168224,6.238267158580181e-05,-1.794427879033734e-05,3.981654671572194e-06,-9.218540248241438e-07,1.2698193615250646e-08
483,4.445399894687368e-05,-0.00021420677734030894,0.0013379221006222283,-0.00016394052190069598,5.497576238481116e-05,-1.5806054182465654e-05,3.5070985323398923e-06,-8.119823403310698e-07,1.1184747947713005e-08
484,5.216713257390275e-05,-0.0002506175937877575,0.0013354184266017785,-0.00014054689299799298,4.668464733939475e-05,-1.3412794954016946e-05,2.975948576525037e-06,-6.890066815748945e-07,9.490808571520025e-09
485,5.902122101950654e-05,-0.0002829588004198641,0.0013287279130306082,-0.0001146464078626215,3.7514340428172204e-05,-1.0765944016564502e-05,2.3885148364485536e-06,-5.529996395694402e-07,7.61735492122908e-09
486,6.50171631332076e-05,-0.0003112346392722391,0.0013178539812317227,-8.62405354385385e-05,2.746536161929668e-05,-7.865641653177943e-06,1.7448360661505597e-06,-4.0397028819143513e-07,5.564533181102466e-09
487,7.016229879920803e-05,-0.00033547990475147065,0.0013028369616174189,-5.536066760215734e-05,1.655295093173302e-05,-4.716376922085251e-06,1.0459121198660436e-06,-2.4214936316338683e-07,3.3355155496319786e-09
488,7.446414075738734e-05,-0.0003557302089084155,0.0012837225673621045,-2.2048032713869804e-05,4.799306053542926e-06,-1.324713066900988e-06,2.9319110689400276e-07,-6.78745423263814e-08,9.349316824044927e-10
489,7.793508708120788e-05,-0.0003720443330800296,0.0012605794130091063,1.3644052001219926e-05,-7.769908872857578e-06,2.3018147074921658e-06,-5.116463392258714e-07,1.1846710866373367e-07,-1.6318549199963963e-09
490,8.059279929950918e-05,-0.00038450598461022266,0.0012335089022732846,5.163246607728108e-05,-2.1113096395216763e-05,6.1509516729406005e-06,-1.365873225870758e-06,3.162453442548049e-07,-4.356174068973987e-09
491,8.246156147427168e-05,-0.00039323024895363836,0.0012026468760081368,9.181065123156975e-05,-3.517891584850847e-05,1.0207597359021183e-05,-2.266155413789354e-06,5.24681366569963e-07,-7.227320691000433e-09
492,8.356086092242755e-05,-0.000398309544199065,0.0011681131521696243,0.00013407059111845138,-4.990960124695693e-05,1.4454687332336042e-05,-3.2086665874208855e-06,7.429003242658341e-07,-1.0233205347583959e-08
493,8.392236480407866e-05,-0.00039989396878590535,0.0011300887474050753,0.0001782655872014251,-6.523265417378058e-05,1.887089856630228e-05,-4.188691671884588e-06,9.698029819902456e-07,-1.3358697967577057e-08
494,8.358017322298638e-05,-0.00039814515722368533,0.0010887732448607492,0.000224228136345133,-8.106304745574581e-05,2.3431160472334178e-05,-5.200663003417145e-06,1.204099552979741e-06,-1.658606639996337e-08
495,8.256788716214363e-05,-0.0003932224529988816,0.0010443697206566555,0.00027177988699106847,-9.730731062722748e-05,2.810787736659278e-05,-6.238431607653506e-06,1.4443667348561535e-06,-1.9895678098316717e-08
496,8.09243278460011e-05,-0.00038530990702675364,0.000997118097307693,0.00032070385979519016,-0.00011384951555046213,3.28668101598705e-05,-7.294401692730956e-06,1.6888558619472184e-06,-2.3263324948801083e-08
497,7.869661141082935e-05,-0.0003746308981023201,0.0009473043956259148,0.00037074766842356107,-0.0001305570579662033,3.766881987574214e-05,-8.359866517636797e-06,1.9355356821340044e-06,-2.666137812584276e-08
498,7.593334487311652e-05,-0.0003614158966679174,0.0008952215148947592,0.00042165553164954367,-0.00014729652890258646,4.247451703230104e-05,-9.426080587318214e-06,2.182384017174307e-06,-3.0061624066818856e-08
499,7.268644111418133e-05,-0.0003459110217438102,0.0008411811895868839,0.00047315651092107804,-0.00016392707889107953,4.724236782071916e-05,-1.048380752221425e-05,2.4272749873776048e-06,-3.343482591927043e-08
500,6.901069970515524e-05,-0.00032837608991563013,0.0007855218709459617,0.0005249452182300471,-0.00018028590837897116,5.19242651683346e-05,-1.152235120725293e-05,2.667719757984262e-06,-3.6746922750082787e-08
501,6.496430818844701e-05,-0.0003090870035032782,0.0007285997079493314,0.0005767041331793558,-0.00019620512955376558,5.64706390504737e-05,-1.2530705495041339e-05,2.9011776435104845e-06,-3.9962684152042894e-08
502,6.060666409620725e-05,-0.00028832542071848563,0.0006707867829084363,0.0006280914488318212,-0.00021150040132497829,6.08270095350259e-05,-1.3496753289036579e-05,3.1248357421706424e-06,-4.3043517479904946e-08
503,5.5999844223586475e-05,-0.000266385669211399,0.0006124638926564088,0.0006787667727888852,-0.00022599143092560264,6.49401391970688e-05,-1.4408674607003312e-05,3.335971890946384e-06,-4.5951707193996885e-08
504,5.1205886473207755e-05,-0.00024356192281789656,0.0005540179959903295,0.0007283765792049081,-0.00023948828141741077,6.875389476831411e-05,-1.525399064802422e-05,3.5316694866037626e-06,-4.8647344990712244e-08
505,4.6284449821433824e-05,-0.00022013703788190461,0.0004958165716613666,0.0007765905189055711,-0.00025181527784580383,7.221640157365866e-05,-1.602116562615815e-05,3.709284142210664e-06,-5.109388480447733e-08
506,4.129277758653554e-05,-0.00019638245610954354,0.00043821439832638764,0.0008230870781424295,-0.0002628005583559728,7.527686712167916e-05,-1.669892211573137e-05,3.866184433516016e-06,-5.325521912250534e-08
507,3.628609283605405e-05,-0.0001725600341493719,0.0003815561966691292,0.0008675509236127245,-0.00027227453904882703,7.788519031608122e-05,-1.727611187120389e-05,3.9998037496739445e-06,-5.509567898479637e-08
508,3.131301987204528e-05,-0.00014890033958957978,0.00032614669730206356,0.0009097018243337348,-0.00028008592157199505,7.999665091831243e-05,-1.7742800940292666e-05,4.107834733459372e-06,-5.658383477495701e-08
509,2.6418423385581463e-05,-0.00012561613804067283,0.00027227406160320905,0.0009492665893726668,-0.00028608443512921763,8.156679923574043e-05,-1.8089119960781528e-05,4.1879959530092975e-06,-5.768796450806932e-08
510,2.1643924863087383e-05,-0.00010290481368632622,0.0002202106609179659,0.000985981276703122,-0.00029012292873315415,8.255207737524687e-05,-1.83053804226415e-05,4.2380448645038415e-06,-5.83773694890514e-08
511,1.7021798620231786e-05,-8.091946839191862e-05,0.00017016829484437518,0.0010196397880474068,-0.0002920861922973003,8.291838653069375e-05,-1.8383999452023245e-05,4.2562315060026365e-06,-5.8627636946100045e-08
512,1.2580269828440056e-05,-5.979398533477838e-05,0.0001223442447485588,0.0010500366997539413,-0.0002918549921720619,8.263037536853575e-05,-1.831710997878324e-05,4.240715176798034e-06,-5.8413915554625096e-08
513,8.342060366507968e-06,-3.963614783954867e-05,7.689156557516e-05,0.0010770184582144253,-0.00028934187466615735,8.166213160176942e-05,-1.8098976404984333e-05,4.190186646105019e-06,-5.771778609757746e-08
514,4.327699006824137e-06,-2.0543328433554766e-05,3.394817604923942e-05,0.0011004469718158393,-0.0002844682874478792,7.999038828127563e-05,-1.7724405689250997e-05,4.103427421905851e-06,-5.65227297533178e-08
515,5.496572865138257e-07,-2.5747132281430874e-06,-6.393270461402915e-06,0.0011202195885782582,-0.00027717260191088545,7.759685850690694e-05,-1.7189354493397813e-05,3.979517153846708e-06,-5.4815736122501896e-08
516,-2.981846863191962e-06,1.4221197709243262e-05,-4.4050545772158797e-05,0.0011362389338389354,-0.0002673945884107699,7.44636161064092e-05,-1.6489818233279465e-05,3.8175095662116876e-06,-5.2584087174310104e-08
517,-6.259927304244335e-06,2.9811682416894216e-05,-7.896733239856941e-05,0.0011484372185545245,-0.0002550918943034394,7.05780857046125e-05,-1.562299369999424e-05,3.616782450310879e-06,-4.981901185300473e-08
518,-9.28088708584265e-06,4.417920606822294e-05,-0.00011111317877461056,0.0011567772185970492,-0.00024024104674083755,6.593331326935121e-05,-1.4587356567964256e-05,3.3769598883941306e-06,-4.651553989366777e-08
519,-1.2042135533521693e-05,5.7311439235301567e-05,-0.0001404607590979471,0.0011612250938501684,-0.0002228261495537111,6.052783584861352e-05,-1.3382622640895318e-05,3.097990029737283e-06,-4.267264800646314e-08
520,-1.4542775958454896e-05,6.920413178703217e-05,-0.00016700049008162426,0.001161770833732842,-0.00020284595234245365,5.436412843655636e-05,-1.2009373229389172e-05,2.779989538469693e-06,-3.829223658680068e-08
521,-1.6783026590934988e-05,7.985831185036608e-05,-0.00019073473620018046,0.0011584223378992382,-0.00018031252579633463,4.744937553038837e-05,-1.0469236003130681e-05,2.423360257703595e-06,-3.337956826812301e-08
522,-1.8763552925320004e-05,8.927713666554744e-05,-0.00021167073417871786,0.0011511976362762954,-0.00015524905801894557,3.979624268725276e-05,-8.76513043314191e-06,2.028763284172016e-06,-2.7943998843216982e-08
523,-2.0487425310579976e-05,9.747523477904089e-05,-0.00022984174787494648,0.0011401541264889985,-0.00012770853624113099,3.142816719999604e-05,-6.902352904905361e-06,1.5974300725737346e-06,-2.2002485686508785e-08
524,-2.195872962278972e-05,0.0001044720191706042,-0.0002452919589286301,0.001125369357897208,-9.77636322023901e-05,2.2377614579017004e-05,-4.888253768029679e-06,1.131060030393064e-06,-1.55782720957033e-08
525,-2.318117577692569e-05,0.00011028513800365343,-0.00025806152758154895,0.0011069192150576332,-6.549128880919451e-05,1.2680908119129083e-05,-2.731100551072918e-06,6.315729306919942e-07,-8.697948988111939e-09
526,-2.415897929082076e-05,0.00011493464380148298,-0.00026819614013908215,0.0010848876889214128,-3.097431718002988e-05,2.3763951994360105e-06,-4.3959095243841895e-07,1.0098472962582972e-07,-1.3891744261608665e-09
527,-2.489803022168274e-05,0.0001184485712383635,-0.0002757595568066786,0.001059391152493137,5.6737934455824915e-06,-8.48386914101233e-06,1.9744666718505102e-06,-4.5797022486690083e-07,6.310321432051639e-09
528,-2.5404121395400896e-05,0.00012085444497283385,-0.00028081452572303395,0.001030548655519716,4.4332187612618395e-05,-1.9842929975948464e-05,4.498142682209876e-06,-1.0422928869008367e-06,1.4359212295574848e-08
529,-2.5683512348193495e-05,0.00012218205640001853,-0.0002834288643169526,0.0009984874629531545,8.487318837909211e-05,-3.1641076818808724e-05,7.1178641219897595e-06,-1.6488400655774547e-06,2.2714256859621967e-08
530,-2.574472702565291e-05,0.00012247194772284776,-0.00028369478709543014,0.000963368679861797,0.00012714739156233283,-4.3812386647088946e-05,9.818710685745548e-06,-2.274159798935865e-06,3.132772596255377e-08
531,-2.5595859394873944e-05,0.00012176262108132477,-0.00028169994978690147,0.0009253536398163828,0.00017099624401621324,-5.628385214326891e-05,1.2584095644307648e-05,-2.914399578171048e-06,4.0146730138271996e-08
532,-2.5246885389139234e-05,0.00012010151603399014,-0.00027755228528023626,0.0008846356449605802,0.0002162354417908311,-6.897245579078882e-05,1.5395223288219854e-05,-3.565203942453642e-06,4.91113338392358e-08
533,-2.4708692755429743e-05,0.0001175404356073116,-0.00027136967696132,0.0008414274419036213,0.0002626605631208351,-8.178564082435437e-05,1.823107600972599e-05,-4.221711886393734e-06,5.815429230478961e-08
534,-2.399266620079901e-05,0.00011413352242373276,-0.00026327529245837744,0.0007959481862028169,0.000310064264515061,-9.46306099934091e-05,2.1070623283056507e-05,-4.879049441920372e-06,6.72086531428024e-08
535,-2.3110557750615073e-05,0.00010993667582655098,-0.0002533963207976171,0.0007484245522323241,0.0003582317248450944,-0.00010741108903131367,2.3892059501639538e-05,-5.532148200747005e-06,7.620454027589729e-08
536,-2.2076578302257142e-05,0.00010501748504345488,-0.00024188646178037468,0.000699123909554441,0.0004069166649092558,-0.00012001914013621144,2.667091794814859e-05,-6.175356433940295e-06,8.506403749227117e-08
537,-2.0906051511527766e-05,9.944884994213349e-05,-0.00022891152418365163,0.0006483384256816719,0.00045584594048461957,-0.0001323336990190166,2.9379773680194994e-05,-6.802309465109715e-06,9.369958041880947e-08
538,-1.9613925073131145e-05,9.330186509649525e-05,-0.00021463317895400755,0.0005963519223486328,0.0005047553582286108,-0.00014423805016580173,3.1992170606392974e-05,-7.406875946123457e-06,1.0202682073616813e-07
539,-1.821674559678751e-05,8.665522674349795e-05,-0.0001992304544306357,0.0005434767079216379,0.0005533563605766215,-0.00015560544782316127,3.447940490103004e-05,-7.982418984289157e-06,1.0995395472762604e-07
540,-1.673257866148236e-05,7.959487658168541e-05,-0.00018289872427861,0.0004900534468259037,0.0006013344534573565,-0.00016629790355168116,3.6810227889759426e-05,-8.521692440905587e-06,1.1738128472629816e-07
541,-1.5178703352868975e-05,7.220298381228406e-05,-0.00016582493424428997,0.0004364102140928826,0.0006483844898460838,-0.00017618071554386424,3.895410138896981e-05,-9.017605729443993e-06,1.242113058292339e-07
542,-1.3572951894768347e-05,6.456438914749613e-05,-0.00014820197708575284,0.0003828845839249485,0.0006941934612948032,-0.00018511606570402394,4.087982839636792e-05,-9.462951599246264e-06,1.3034461273807281e-07
543,-1.193310033290631e-05,5.676363376647507e-05,-0.00013022214548609836,0.0003298125745319874,0.0007384504020875449,-0.00019296722814037277,4.255641859787442e-05,-9.850535762335328e-06,1.3568194633871678e-07
544,-1.0276704322019995e-05,4.8884230721423014e-05,-0.0001120753228721731,0.00027752211949158903,0.0007808559467502317,-0.00019960399010364167,4.3954393086974496e-05,-1.0173526885803229e-05,1.401294563347725e-07
545,-8.62030182904578e-06,4.100482767637095e-05,-9.394035845631136e-05,0.0002263245369930301,0.0008211231842840736,-0.0002049006078623509,4.504526764418298e-05,-1.0425326965000723e-05,1.4359621611509272e-07
546,-6.980296857770038e-06,3.3203448942788856e-05,-7.599465947963277e-05,0.00017652770680862137,0.0008589694500968652,-0.00020873355215347697,4.5801074770549585e-05,-1.0599467622088966e-05,1.45992760911153e-07
547,-5.37088950209215e-06,2.5547659461901924e-05,-5.839185409272932e-05,0.00012839685493059013,0.0008941525628311812,-0.00021099743031085505,4.619792905934955e-05,-1.06903878669019e-05,1.472426363537732e-07
548,-3.8049445458034877e-06,1.8098636835056747e-05,-4.127094473815836e-05,8.21647926545138e-05,0.0009264678035970115,-0.00021160582796359646,4.6216311392377845e-05,-1.0693589649118722e-05,1.4728502978983867e-07
549,-2.2946850459930306e-06,1.0914514760185036e-05,-2.476407329977892e-05,3.805433157599607e-05,0.0009557173492724718,-0.0002104745953103652,4.5837154781897465e-05,-1.0604652694504874e-05,1.460569358023004e-07
550,-8.503418980675899e-07,4.043963309973811e-06,-8.981805831287573e-06,-3.751933130580789e-06,0.0009817434142834704,-0.00020753807987457704,4.5045655184584144e-05,-1.0420141892584816e-05,1.4351230634853552e-07
551,5.205635153094551e-07,-2.477235459476363e-06,5.9945967677458786e-06,-4.3120088181674514e-05,0.0010044303428565148,-0.0002027481545431316,4.383089687913856e-05,-1.0137516557874754e-05,1.3961620338985562e-07
552,1.812013655868206e-06,-8.62048018974845e-06,2.0100156229231626e-05,-7.994677432804742e-05,0.00102369298401643,-0.000196070800671645,4.2185232401644536e-05,-9.755026728434318e-06,1.3434406797019512e-07
553,3.01870401500809e-06,-1.4360521054376916e-05,3.327764152173012e-05,-0.00011414470365545756,0.0010394637542835011,-0.0001874806771256115,4.010295199019165e-05,-9.271337248116413e-06,1.276776270567672e-07
554,4.136693483284117e-06,-1.967861699909189e-05,4.54845637542947e-05,-0.00014565469404403928,0.0010517035817650773,-0.00017696579972279752,3.7581381616011914e-05,-8.68582590823113e-06,1.196085481466211e-07
555,5.163410832494787e-06,-2.4562543837306985e-05,5.669328365258695e-05,-0.000174441403790295,0.0010603931038375512,-0.00016452202009242982,3.461961701816929e-05,-7.998298268562874e-06,1.1013376137024859e-07
556,6.096578689090201e-06,-2.900146980633836e-05,6.68793414440151e-05,-0.00020047728203423203,0.0010655226020485362,-0.0001501502801351188,3.1217929474944585e-05,-7.208793217154761e-06,9.925414383322344e-08
557,6.936015554609075e-06,-3.299452868899082e-05,7.604091899096068e-05,-0.00022377575601172358,0.0010671216650619856,-0.00013386923749912443,2.738058193075055e-05,-6.318321843127896e-06,8.698358304046364e-08
558,7.681781928538502e-06,-3.6541995731849765e-05,8.417882236428899e-05,-0.0002443508949415574,0.0010652162789053623,-0.0001156945036860521,2.311115267529122e-05,-5.327713758068823e-06,7.333318899590363e-08
559,8.334083076995414e-06,-3.964487477540306e-05,9.129538916950954e-05,-0.000262216419848398,0.0010598287898290575,-9.563898473830725e-05,1.8412599933628762e-05,-4.2376300587105694e-06,5.831246367659253e-08
560,8.893977741003953e-06,-4.230818502209018e-05,9.740225369611219e-05,-0.0002774079009381363,0.0010510078396157789,-7.372919415604883e-05,1.3290969336021266e-05,-3.0494966399675106e-06,4.194084958941557e-08
561,9.362933033126152e-06,-4.4538904782399494e-05,0.00010251546571066022,-0.0002899709516409022,0.00103881623299031,-5.000252739755102e-05,7.756427358992458e-06,-1.765672709788884e-06,2.425094582486448e-08
562,9.741910463067615e-06,-4.634161610242896e-05,0.00010664564743589033,-0.0002999426546308091,0.001023308851353196,-2.4491560195624426e-05,1.8173190391806241e-06,-3.8810785540307095e-07,5.269621050349018e-09
563,1.0032379304086344e-05,-4.7723305388154764e-05,0.00010980890237642353,-0.0003073730628130568,0.001004563132818673,2.749007072796727e-06,-4.508270404693492e-06,1.0789617190261324e-06,-1.4944709502917818e-08
564,1.023657587650885e-05,-4.869460201506562e-05,0.00011202972613022337,-0.0003123291491510158,0.0009826773761280746,3.16502954205269e-05,-1.1197191892667339e-05,2.6301020576068552e-06,-3.63169948346739e-08
565,1.0356954730954383e-05,-4.9267195867552735e-05,0.00011333491607539115,-0.0003148817929108758,0.0009577580880914368,6.21322733563454e-05,-1.8220560746841215e-05,4.258538863227715e-06,-5.8753355411673524e-08
566,1.039652139551394e-05,-4.945538357708074e-05,0.00011375733303420408,-0.0003151177814778267,0.0009299317942926916,9.410479898779936e-05,-2.5547425407175907e-05,5.956974146463322e-06,-8.21536550142448e-08
567,1.0358635752417212e-05,-4.9275137541089986e-05,0.00011333368010006429,-0.0003131341630826244,0.0008993443829393793,0.00012745851164189736,-3.313838593288694e-05,7.716178478413362e-06,-1.0638998241287981e-07
568,1.0247148161878547e-05,-4.874476975299666e-05,0.00011210600730311394,-0.0003090422292718742,0.0008661650912851548,0.00016206410038910354,-4.0946175313046304e-05,9.525016916064674e-06,-1.3130884413216905e-07
569,1.0066226606419538e-05,-4.788412225341218e-05,0.00011011988451627391,-0.00030296264019030674,0.0008305797460437974,0.00019777687326331971,-4.8917002939973175e-05,1.1370863808084523e-05,-1.5673584234719485e-07
570,9.820769383798839e-06,-4.671648576075313e-05,0.00010742880797597432,-0.00029503702379750477,0.0007928061643506993,0.00023442764888257888,-5.698816477676005e-05,1.3238941698087574e-05,-1.8246573435369542e-07
571,9.516031306609769e-06,-4.5266859141363077e-05,0.00010409022366588548,-0.00028541750828207685,0.0007530803127058359,0.00027183082272554885,-6.50901619114658e-05,1.511291760796372e-05,-2.0827602770445808e-07
572,9.157150509863391e-06,-4.35596745774392e-05,0.00010016025203092136,-0.0002742528813452626,0.0007116363624810349,0.00030979806477125896,-7.315118310775569e-05,1.6975888201637103e-05,-2.339299038945654e-07
573,8.749835552306234e-06,-4.162210862154475e-05,9.570130982508852e-05,-0.0002617086004819466,0.000668736649989753,0.00034811625497629207,-8.108932816085149e-05,1.8808577972401588e-05,-2.591613075666408e-07
574,8.299483852465477e-06,-3.947981587453554e-05,9.077232978498672e-05,-0.00024794103749661286,0.0006246310942107417,0.0003865799688256219,-8.882497043632847e-05,2.0592242883473667e-05,-2.8371441626166856e-07
575,7.811948735717478e-06,-3.716065290995051e-05,8.543731393732438e-05,-0.0002331198826189553,0.0005795895586154843,0.00042496898194037673,-9.627318691427935e-05,2.2306881518008985e-05,-3.073100180386656e-07
576,7.2930986523103676e-06,-3.46925329697432e-05,7.976037178492535e-05,-0.0002174151416295917,0.0005338816962121637,0.0004630641421051458,-0.0001033497779835457,2.3932686899378774e-05,-3.2967474832714083e-07
577,6.7489511405140434e-06,-3.2104065507818465e-05,7.380722497234413e-05,-0.00020100118361674547,0.0004877870641642608,0.000500634693690616,-0.0001099650022052325,2.544852985748821e-05,-3.505177004451276e-07
578,6.185493488854854e-06,-2.942375473673968e-05,6.764337123556157e-05,-0.00018405171392359268,0.0004415836473506032,0.0005374517748889148,-0.00011603000948336746,2.6833475662458063e-05,-3.6954942955328226e-07
579,5.608265721793848e-06,-2.6677935278338323e-05,6.132928380216444e-05,-0.00016672735885155948,0.000395532927851253,0.0005732949809572239,-0.00012145775824385029,2.806704327824551e-05,-3.86487800025376e-07
580,5.022643650898534e-06,-2.3892188874079948e-05,5.4923761063608275e-05,-0.0001491840984867414,0.0003498866197731096,0.0006079545887064546,-0.00012616610283964867,2.9129866459377132e-05,-4.010638328187864e-07
581,4.433462913744504e-06,-2.1089514804820153e-05,4.847959170523025e-05,-0.00013156212448796345,0.0003048738309886047,0.0006412363962671509,-0.00013007794856695882,3.000381041507829e-05,-4.1302755284498953e-07
582,3.8451118838420505e-06,-1.8290783238121664e-05,4.204477276889023e-05,-0.00011398901735815339,0.0002607062751974278,0.0006729571538695063,-0.0001331195206514134,3.067147922739363e-05,-4.221392179138218e-07
583,3.2618687392071155e-06,-1.5516354325815462e-05,3.566603845209239e-05,-9.658888654007416e-05,0.00021758664093775312,0.000702945134995862,-0.000135222663654462,3.11168250971959e-05,-4.2817662794659543e-07
584,2.68782799869839e-06,-1.2785705811561715e-05,2.938815255689224e-05,-7.948061856464172e-05,0.00017570995340759294,0.0007310340641278363,-0.00013632110816750646,3.132422799383219e-05,-4.3092343023511395e-07
585,2.1268292190503836e-06,-1.011709302036196e-05,2.3253039724630705e-05,-6.27754614541959e-05,0.00013525576256230646,0.0007570741890886051,-0.00013635607722970434,3.127984377395202e-05,-4.3018958523839424e-07
586,1.5821998720532733e-06,-7.526342630876063e-06,1.7297062707677837e-05,-4.6569864980843496e-05,9.637797897522507e-05,0.0007809390346706828,-0.00013527846947222888,3.097213565143001e-05,-4.258142902679121e-07
587,1.0569886997174087e-06,-5.027969852739388e-06,1.1553574927173041e-05,-3.0952237808660315e-05,5.9215236060132936e-05,0.00080251772714797,-0.00013304632718764788,3.0391277914038e-05,-4.1766305580235637e-07
588,5.536070387426849e-07,-2.633437896684605e-06,6.048890118698385e-06,-1.5992273167603963e-05,2.3876009077931725e-05,0.0008217247239086536,-0.00012962806583326694,2.9530076273798933e-05,-4.0563793838598943e-07
589,7.403905623619224e-08,-3.521796251027514e-07,8.046987536060264e-07,-1.7474122069244202e-06,-9.550539813308039e-06,0.0008384911159048904,-0.0001249999033464683,2.8383578986555605e-05,-3.8966876957290995e-07
590,-3.800923490607696e-07,1.8080705329567436e-06,-4.161260235260661e-06,1.1735425915286638e-05,-4.0994363475241036e-05,0.0008527665715753429,-0.00011914640270127246,2.6948895374436158e-05,-3.697204651401671e-07
591,-8.073872622307618e-07,3.840669420200638e-06,-8.83371270063767e-06,2.4415937729276993e-05,-7.039781972403274e-05,0.0008645134349360362,-0.00011205812082990448,2.5224716206655574e-05,-3.4577694481890854e-07
592,-1.2063965044882834e-06,5.7387132046283534e-06,-1.3196804124237949e-05,3.625232905920478e-05,-9.77019416950775e-05,0.0008736931181226044,-0.00010372423243715867,2.3208980416928525e-05,-3.178089717566752e-07
593,-1.575970585578546e-06,7.496737431971137e-06,-1.7237977713247997e-05,4.721165203616889e-05,-0.00012286539192020015,0.0008802883162163875,-9.414695942133505e-05,2.09037361088593e-05,-2.85848706491172e-07
594,-1.9153921544402907e-06,9.11133390186285e-06,-2.0949432492959857e-05,5.727355906609896e-05,-0.00014586771831871025,0.0008842994400463748,-8.333544773590094e-05,1.83126387585011e-05,-2.4995169904207097e-07
595,-2.2243111783267588e-06,1.0580834943815547e-05,-2.4327308279562823e-05,6.642828983248101e-05,-0.00016670737336634255,0.0008857465300510846,-7.130950069535554e-05,1.544250673608086e-05,-2.1021589286510954e-07
596,-2.5024856592895734e-06,1.1904074807585226e-05,-2.7368962951887147e-05,7.466926129017464e-05,-0.0001853878482778395,0.0008846535044938875,-5.809014882546843e-05,1.230039174008421e-05,-1.6674361694389406e-07
597,-2.7497945983545464e-06,1.308050300000111e-05,-3.0073115752891225e-05,8.199340497846974e-05,-0.00020191492460385646,0.000881042217472987,-4.3696420359936465e-05,8.892826961755186e-06,-1.1963003723317842e-07
598,-2.966443261638605e-06,1.411106669313645e-05,-3.244196098659738e-05,8.840696662945e-05,-0.00021631216185380848,0.0008749551146371641,-2.815989984145412e-05,5.230376986141205e-06,-6.902806247132297e-08
599,-3.1527103789215745e-06,1.499712592894258e-05,-3.447862441669458e-05,9.391859669086186e-05,-0.00022860544701360587,0.0008664337297952464,-1.1509794898255386e-05,1.3225693838064932e-06,-1.507569060193392e-08
600,-3.308948143646182e-06,1.5740332186931837e-05,-3.618689457624994e-05,9.853894772665982e-05,-0.0002388290608407739,0.000855534526882758,6.2142232505944545e-06,-2.8177627910195772e-06,4.204186291466125e-08
601,-3.4357464258115954e-06,1.634349460137274e-05,-3.7573255857558014e-05,0.0001022858211613889,-0.00024703232602869677,0.000842330623439631,2.496479716807379e-05,-7.175932820718949e-06,1.0211365418797122e-07
602,-3.5337188630726264e-06,1.6809535643363104e-05,-3.864440760514413e-05,0.00010517754071077874,-0.00025326231207542835,0.0008268906880284463,4.469583538247148e-05,-1.1737163248906289e-05,1.649265465635702e-07
603,-3.603777269127622e-06,1.714280258985451e-05,-3.941032718505267e-05,0.00010724122199216804,-0.00025758182370575237,0.0008093017662939059,6.534890971930614e-05,-1.6482450785177292e-05,2.3020659073391782e-07
604,-3.6469242069055707e-06,1.734803939670102e-05,-3.9881968204709386e-05,0.00010850658119775263,-0.0002600601404859785,0.0007896579280544121,8.686327967970283e-05,-2.139257177354999e-05,2.9767501331081807e-07
605,-3.6642637920459403e-06,1.7430524321951847e-05,-4.007140381440858e-05,0.00010900638121830572,-0.0002607732149070484,0.0007680622513054811,0.00010917218497055525,-2.644634519320539e-05,3.6702775102869765e-07
606,-3.657023299858354e-06,1.7396086116827005e-05,-3.9992086441258556e-05,0.0001087771280314241,-0.0002598055541740426,0.0007446269524825931,0.00013220563579541413,-3.162214929216917e-05,4.3795489325149185e-07
607,-3.6265682901943658e-06,1.725120926705874e-05,-3.965890152723938e-05,0.00010785923391752352,-0.00025725078969510986,0.0007194777452565697,0.00015588374715958726,-3.68950049840777e-05,5.100968266939555e-07
608,-3.5744933566780984e-06,1.7003487340208664e-05,-3.908930498475726e-05,0.00010630003151521684,-0.00025321857284959343,0.0006927597524629378,0.00018011673887013957,-4.223736657172146e-05,5.830588538478928e-07
609,-3.5022677725675526e-06,1.665992293322859e-05,-3.8299373449404376e-05,0.00010414318654375774,-0.00024781000030269813,0.0006646085176076118,0.00020481870613814747,-4.762242723071021e-05,6.564535864182225e-07
610,-3.4114818100949166e-06,1.6228061040753287e-05,-3.730650013918627e-05,0.00010143586842576391,-0.00024113437678833163,0.0006351723900367196,0.00022989370687829746,-5.301981539936779e-05,7.298453953033062e-07
611,-3.30363283156577e-06,1.5715033787539465e-05,-3.61270303799836e-05,9.822245014980164e-05,-0.00023329455695926407,0.0006045900195241464,0.0002552530718468044,-5.840167427613972e-05,8.028322737818336e-07
612,-3.180261413205045e-06,1.5128167590051149e-05,-3.47778379219109e-05,9.454869748092972e-05,-0.00022439656479796087,0.0005730056771867815,0.0002808030550206279,-6.373822858267768e-05,8.749859019652808e-07
613,-3.043100433178795e-06,1.4475719845850006e-05,-3.327786543030383e-05,9.046608874403958e-05,-0.00021455968347479265,0.000540580698574912,0.00030643993767040463,-6.899677347471829e-05,9.458355665290589e-07
614,-2.893897894524847e-06,1.3765964143473319e-05,-3.164619887198516e-05,8.602633076641588e-05,-0.00020390374088867147,0.0005074780425143452,0.00033205799877469844,-7.414378745909275e-05,1.0148988594075948e-06
615,-2.734477424639895e-06,1.3007627418775477e-05,-2.990283776075842e-05,8.128373095020049e-05,-0.00019255459409304708,0.00047386780222700064,0.00035754806820250285,-7.914489350568357e-05,1.0816787541090866e-06
